timestamp,robot1_x,robot1_y,robot1_z,robot2_x,robot2_y,robot2_z,robot3_x,robot3_y,robot3_z,robot4_x,robot4_y,robot4_z,robot5_x,robot5_y,robot5_z
1777155725.5939908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1777155726.0936956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1777155726.59365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1777155727.094561,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155727.5938637,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155728.0947142,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155728.5942588,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155729.0939822,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155729.59389,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155730.0940537,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155730.5939171,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155731.0937781,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155731.593942,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155732.094068,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155732.5946143,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155733.093884,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155733.5938327,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155734.093892,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155734.594209,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155735.0939913,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155735.5940197,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155736.0941412,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155736.5953574,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155737.0954676,-2.5,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155737.5937908,-2.724999999999999,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155738.0938246,-2.9749999999999983,2.5,5.0,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155738.593868,-3.1499999999999977,2.5,4.924999999999999,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155739.0938356,-3.1499999999999977,2.5,4.674999999999995,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155739.5951238,-3.1499999999999977,2.5,4.424999999999992,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155740.0938425,-3.1499999999999977,2.5,4.174999999999988,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155740.593966,-3.1499999999999977,2.5,3.9249999999999865,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155741.093877,-3.1499999999999977,2.5,3.6749999999999874,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155741.594075,-3.1499999999999977,2.5,3.4249999999999883,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155742.0966647,-3.1499999999999977,2.5,3.174999999999989,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155742.5938964,-3.1499999999999977,2.5,2.92499999999999,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155743.0950234,-3.1499999999999977,2.5,2.674999999999991,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155743.5942404,-3.1499999999999977,2.5,2.424999999999992,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155744.0951152,-3.1499999999999977,2.5,2.1749999999999927,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155744.5946634,-3.1499999999999977,2.5,1.9249999999999936,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155745.0941966,-3.1499999999999977,2.5,1.6749999999999945,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155745.5940924,-3.299999999999997,2.5,1.5749999999999948,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155746.0941823,-3.5499999999999963,2.5,1.5749999999999948,-2.5,-2.5,5.0,2.5,2.5,5.0,2.5,-2.5,5.0,0.0,0.0,2.0
1777155746.5939808,-3.7999999999999954,2.5,1.5749999999999948,-2.363698580065707,-2.367706426096582,4.996314251408695,2.3141350465503336,2.536669784596878,4.985548927426386,2.3611652642000793,-2.30840125382685,4.994521166974393,0.0,0.0,2.0
1777155747.0943742,-4.049999999999995,2.5,1.5749999999999948,-2.363698580065707,-2.367706426096582,4.996314251408695,2.3141350465503336,2.536669784596878,4.985548927426386,2.3611652642000793,-2.30840125382685,4.994521166974393,0.0,0.0,2.0
